MARCA,MODELO,CODIGO_INFORME_TECNICO,FECHA_HOML,FOOT_PRINT_MT2,AÑO,TIPO_LDV,CATEGORIA_PROPULSION,RUT,IMP_COD,EMIS_NORMA,CATEGORIA_VH,PESO_BRUTO_VH_KG,TRANSMISION,EMIS_CO2_EQUIV,REND_EQUIV_KML,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM
peugeot,"308 cc (roland garros) 2,0 lts. hdi dohc coupe cabriolet 2p. t/a motor diesel",PG5018E51212S00-K,2013-02-04,4.738736,2013,liviano,ice,,,euro 5,lpd,2050.0,A,172.0,13.31,0.0,0.0006,0.0,0.0,0.0,0.1708,0.0,0.0,0.0744,0.0,0.12705
citroen,"jumpy l2h1 1,6 lts. hdi dohc 90ch furgon 4p. t/m motor diesel",CT4977E41212,2013-02-05,-,2013,mediano,ice,93.435.000-6,CITR934350006,euro 4,mc3d,2880.0,M,191.0,12.01,0.0,0.0004,0.0,0.0,0.0,0.4414,0.0,0.0,0.18815,0.0,0.20215
changan,"s200m 1,0 lts. dohc pick up cabina doble 4p. t/m motor otto",CN5021E40113S,2013-03-01,-,2013,liviano,ice,,,euro 4,cc1o,1810.0,M,191.0,12.4,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0147,0.0,0.208
changan,"s200mp 1,0 lts. dohc pick up cabina doble 4p. t/m motor otto",CN5021E40113S,2013-03-01,-,2013,liviano,ice,,,euro 4,cc1o,1810.0,M,191.0,12.4,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0147,0.0,0.208
changan,"s100m 1,0 lts. dohc pick up cabina simple 2p. t/m motor otto",CN5021E40113S,2013-03-01,-,2013,liviano,ice,,,euro 4,cc1o,1810.0,M,191.0,12.4,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0147,0.0,0.208
mazda,"mazda 6 2,0 lts. dohc sedan 4p. t/m motor otto",MZ5027E41212S,2013-02-06,5.2072,2013,liviano,ice,93.061.000-3,ALAM930610003,euro 4,lpo,1900.0,M,166.0,14.4,0.0,0.0,0.0,0.0,0.0236,0.0,0.0,0.0,0.0022,0.0,0.0864
m. benz,"gl 500 4matic blueefficiency 4,7 lts. dohc station wagon 5p. 4x4 t/a motor otto",MB5006E5061400-7,2013-02-06,6.14385,2013,mediano,ice,96.572.360-9,KAUF965723609,euro 5,mc3o,3250.0,A,294.0,7.9,0.0,0.0,0.0,0.0,0.02335,0.0,0.0,0.0,0.0176,0.0,0.183
m. benz,"a 250 cgi 2,0 lts. dohc hatchback 5p. t/a motor otto",MB5029E50414S00-9,2013-02-07,4.80422,2013,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpo,1970.0,A,152.0,15.2,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.01465,0.0,0.14795
toyota,"hilux 2,5 lts. dohc pick up doble cabina 4p. 4x2 t/m motor diesel",TY4836E5091200-7,2013-02-07,5.660975,2013,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3d,2705.0,M,214.0,10.7,0.0,0.0023,0.0,0.0,0.0,0.2422,0.0,0.0,0.10535,0.0,0.261
toyota,"hilux 2,5 lts. dohc pick up cabina simple 2p. 4x2 t/m motor diesel",TY4836E5091201-K,2013-02-07,5.660975,2013,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3d,2705.0,M,214.0,10.7,0.0,0.0023,0.0,0.0,0.0,0.2422,0.0,0.0,0.10535,0.0,0.261
toyota,"hilux 2,5 lts. dohc pick up doble cabina 4p. 4x4 t/m motor diesel",TY4836E5091202-2,2013-02-07,5.660975,2013,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3d,2705.0,M,214.0,10.7,0.0,0.0023,0.0,0.0,0.0,0.2422,0.0,0.0,0.10535,0.0,0.261
toyota,"hilux 2,5 lts. dohc pick up cabina simple 2p. 4x4 t/m motor diesel",TY4836E5091203-5,2013-02-07,5.660975,2013,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3d,2705.0,M,214.0,10.7,0.0,0.0023,0.0,0.0,0.0,0.2422,0.0,0.0,0.10535,0.0,0.261
nissan,"tiida 1,6 lts. dohc sedan 4p. t/m motor otto dual (gasolina/glp)",NS4994E41112S,2013-02-07,4.407,2013,liviano,ice,,,euro 4,lpp,1500.0,M,167.0,14.3,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.01715,0.0,0.60795
fiat,"doblo maxi cargo largo 1,3 lts. dohc multijet 90cv furgon 5p. t/m motor diesel",FT4938E51112S00-0,2013-02-07,5.68836,2013,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,157.0,14.53,0.0,0.0003,0.0,0.0,0.0,0.236,0.0,0.0,0.0975,0.0,0.315
fiat,"doblo maxi cargo corto 1,3 lts. dohc multijet 90cv furgon 5p. t/m motor diesel",FT4938E51112S01-4,2013-02-07,5.04716,2013,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,157.0,14.53,0.0,0.0003,0.0,0.0,0.0,0.236,0.0,0.0,0.0975,0.0,0.315
fiat,"doblo maxi cargo largo 1,3 lts. multijet 90cv furgon 5p. t/m",FT4938E50716S02-8,2016-07-15,5.68836,2016,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,155.0,14.79,0.0,0.00035,0.0,0.0,0.0,0.2571,0.0,0.0,0.10405,0.0,0.1696
fiat,"doblo maxi cargo corto 1,3 lts. multijet 90cv furgon 5p. t/m",FT4938E50716S03-1,2016-07-15,5.04716,2016,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,155.0,14.79,0.0,0.00035,0.0,0.0,0.0,0.2571,0.0,0.0,0.10405,0.0,0.1696
ram,"ram van 1000 cargo large  1,3 lts. furgon 5p. t/m diesel",RM4938E51117S00-4,2017-11-22,5.68836,2017,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,157.0,14.53,0.0,0.0003,0.0,0.0,0.0,0.236,0.0,0.0,0.0975,0.0,0.315
ram,"ram van 1000 cargo corto 1,3 lts. furgon 5p. t/m diesel",RM4938E51117S01-8,2017-11-22,5.04716,2017,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,157.0,14.53,0.0,0.0003,0.0,0.0,0.0,0.236,0.0,0.0,0.0975,0.0,0.315
ram,"ram van 1000 cargo large techo alto 1,3 lts. furgon 5p. t/m diesel",RM4938E51117S02-1,2017-11-22,5.68836,2017,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,155.0,14.79,0.0,0.00035,0.0,0.0,0.0,0.2571,0.0,0.0,0.10405,0.0,0.1696
ram,"ram van 1000 cargo corto techo alto 1,3 lts. furgon 5p. t/m diesel",RM4938E51117S03-5,2017-11-22,5.04716,2017,liviano,ice,96.861.240-9,ASTA968612409,euro 5,cc2d,2330.0,M,155.0,14.79,0.0,0.00035,0.0,0.0,0.0,0.2571,0.0,0.0,0.10405,0.0,0.1696
maxus,"v80 2,5 lts. dohc minibus 5p. 11+1 asientos t/m motor diesel",MX4619E40412,2013-02-07,-,2013,mediano,ice,76.005.909-9,ANDE760059099,euro 4,mc3d,3500.0,M,256.0,8.96,0.0,0.03,0.0,0.0,0.0,0.45,0.0,0.0,0.195,0.0,0.175
maxus,"v80 2,5 lts. dohc minibus 5p. 15+1 asientos t/m motor diesel",MX4619E40412,2013-02-07,-,2013,mediano,ice,76.005.909-9,ANDE760059099,euro 4,mc3d,3500.0,M,256.0,8.96,0.0,0.03,0.0,0.0,0.0,0.45,0.0,0.0,0.195,0.0,0.175
maxus,"v80 2,5 lts. dohc furgon 5p. t/m motor diesel",MX4619E40412,2013-02-07,-,2013,mediano,ice,76.005.909-9,ANDE760059099,euro 4,mc3d,3500.0,M,256.0,8.96,0.0,0.03,0.0,0.0,0.0,0.45,0.0,0.0,0.195,0.0,0.175
volvo,"v40 t4 1,6 lts. dohc hatchback 5p. t/a motor otto",VL5016E50113S00-2,2013-02-08,4.769894,2013,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1940.0,A,146.0,15.8,0.0,0.0,0.0,0.0,0.03155,0.0,0.0,0.0,0.01065,0.0,0.2149
volvo,"v40 cc t4 1,6 lts. hatchback 5p. t/a otto",VL5016E50113S01-6,2015-03-26,5.402527,2015,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1940.0,A,146.0,15.8,0.0,0.0,0.0,0.0,0.03155,0.0,0.0,0.0,0.01065,0.0,0.2149
citroen,"berlingo 1,6 lts. hdi sohc furgon 5p. t/m motor diesel",CT5043E40113S,2013-02-08,-,2013,liviano,ice,93.435.000-6,CITR934350006,euro 4,cc2d,2195.0,M,155.0,14.79,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.095,0.0,0.19
mahindra,"xuv 500 2,2 lts. dohc station wagon 5p. awd t/m motor diesel",MH5054E50113S00-9,2013-02-13,5.103,2013,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpd,2510.0,M,186.0,12.44,0.0,0.00045,0.0,0.0,0.0,0.1758,0.0,0.0,0.0741,0.0,0.12955
mahindra,"xuv 500 2,2 lts. dohc station wagon  5p. 4x2 t/m motor diesel",MH5054E50113S01-2,2013-02-13,5.103,2013,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpd,2510.0,M,173.0,13.4,0.0,0.00045,0.0,0.0,0.0,0.1758,0.0,0.0,0.0741,0.0,0.12955
land rover,"all new range rover 3,0 lts tdv6 dohc station wagon 5p. 4x4 t/a motor diesel",LR5048E5011300-3,2013-02-14,5.794326,2013,mediano,ice,96.899.100-0,DITE968991000,euro 5,mc3d,3000.0,A,196.0,11.57,0.0,0.00016,0.0,0.0,0.0,0.1885,0.0,0.0,0.0778,0.0,0.1713
mazda,"mazda6 2,0 lts. dohc sedan 4p. t/a motor otto",MZ5026E41212S,2013-02-15,5.2072,2013,liviano,ice,93.061.000-3,ALAM930610003,euro 4,lpo,1935.0,A,172.0,13.9,0.0,0.0,0.0,0.0,0.02615,0.0,0.0,0.0,0.0034,0.0,0.1001
chevrolet,"tracker 1,8 lts. dohc station wagon 5p. t/m fwd motor otto",CH5022E40113S,2013-02-18,4.51213,2013,liviano,ice,93.515.000-0,GEMO935150000,euro 4,lpo,1748.0,M,191.0,12.5,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0041,0.0,0.27415
chevrolet,"tracker 1,8 lts. dohc station wagon 5p. t/m awd motor otto",CH5022E40113S,2013-02-18,4.51213,2013,liviano,ice,93.515.000-0,GEMO935150000,euro 4,lpo,1748.0,M,191.0,12.5,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0041,0.0,0.27415
audi,"a3 2,0 lts. tdi dohc hatchback 3p. t/a motor crbc diesel",AD4970E51212S00-K,2013-02-18,4.621977,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1910.0,A,120.0,19.31,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.073,0.0,0.0845
audi,"a3 2,0 lts. tdi dohc sportback 5p. t/a motor crbc diesel",AD4970E51212S01-3,2013-02-18,4.621977,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1910.0,A,120.0,19.31,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.073,0.0,0.0845
audi,"a3 2,0 lts. tdi dohc sedan 4p. t/a motor crbc diesel",AD4970E51212S02-7,2013-02-18,4.736052,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1910.0,A,122.0,18.88,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.073,0.0,0.0845
audi,"a8 4,0 lts., t-fsi dohc sedan 4p. 4x4 t/a motor ceua otto",AD4997E41212S,2013-02-18,5.831408,2013,liviano,ice,76.245.828-4,PORS762458284,euro 4,lpo,2545.0,A,225.0,10.3,0.0,0.0,0.0,0.0,0.03265,0.0,0.0,0.0,0.0126,0.0,0.2847
ford,"ecosport 2,0 lts. dohc sation wagon 5p. 4x2 t/a motor otto",FR5024E41212S,2013-02-22,5.18364,2013,liviano,ice,78.703.910-3,FORD787039103,euro 4,lpo,1691.0,A,197.0,12.1,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0165,0.0,0.31765
lexus,"is 250 2,5 lts. dohc sedan 4p. t/a motor otto",LX5060E51113S00-1,2013-02-21,5.068,2013,liviano,ice,86.740.500-3,TOYO867405003,euro 5,lpo,2070.0,A,211.0,11.3,0.0,0.0,0.0,0.0,0.02295,0.0,0.0,0.0,0.013,0.0,0.0477
citroen,"c-elysee 1,6 lts.hdi sohc sedan 4p. t/m motor diesel",CT5002E51212S00-2,2013-02-22,4.635696,2013,liviano,ice,93.435.000-6,CITR934350006,euro 5,lpd,1548.0,M,114.0,20.1,0.0,0.00015,0.0,0.0,0.0,0.1742,0.0,0.0,0.0685,0.0,0.1928
changan,"cm5m 1,0 lts. dohc furgon 5p. t/m motor otto",CN5020E41212S,2013-02-26,-,2013,liviano,ice,,,euro 4,cc2o,1650.0,M,167.0,14.3,0.0,0.0,0.0,0.0,0.04085,0.0,0.0,0.0,0.00515,0.0,0.1199
renault,"latitude 2,0 lts. 16v dohc sedan 4p. t/a motor otto",RN5034E40113S,2013-02-22,5.059984,2013,liviano,ice,,,euro 4,lpo,2050.0,A,203.0,11.7,0.0,0.0,0.0,0.0,0.0376,0.0,0.0,0.0,0.01105,0.0,0.2428
volkswagen,"amarok 2,0 lts. tdi dohc pick up doble cabina 4p. 4x4 t/m motor cnfa diesel",VW5036E5101300-8,2013-02-25,6.01668,2013,mediano,ice,76.245.828-4,PORS762458284,euro 5,mc3d,3040.0,M,199.0,11.48,0.0,0.000155,0.0,0.0,0.0,0.2387,0.0,0.0,0.0919,0.0,0.2508
volkswagen,"amarok 2,0 lts. tdi dohc pick up doble cabina 4p. 4x2 t/m motor cnfa diesel",VW5036E5101301-0,2013-02-25,6.01668,2013,mediano,ice,76.245.828-4,PORS762458284,euro 5,mc3d,3040.0,M,199.0,11.48,0.0,0.000155,0.0,0.0,0.0,0.2387,0.0,0.0,0.0919,0.0,0.2508
peugeot,"208 active 1,4 lts. 68 hp hdi sohc hatchback 5p. t/m motor diesel",PG4816E50812S00-1,2013-02-26,4.413582,2013,liviano,ice,,,euro 5,lpd,1580.0,M,108.0,21.14,0.0,0.0002,0.0,0.0,0.0,0.1757,0.0,0.0,0.06,0.0,0.192
great wall,"haval h6 2,4 lts. sohc station wagon 5p. 4x2 t/m motor otto",GW5023E40113S,2013-02-27,4.891,2013,liviano,ice,,,euro 4,lpo,2071.0,M,253.0,9.4,0.0,0.0,0.0,0.0,0.04345,0.0,0.0,0.0,0.00355,0.0,0.5
m. benz,"sprinter 316 ngt 1,8 lts. dohc furgon 5p. t/m motor otto duel (gasolina-gnc)",MB5028E40113,2013-03-01,-,2013,liviano,ice,96.572.360-9,KAUF965723609,euro 4,mc3c,2071.0,M,341.0,7.0,0.0,0.0,0.0,0.0,0.050449999999999995,0.0,0.0,0.0,0.031200000000000002,0.0,0.27349999999999997
citroen,"c-elysee 1,6 lts. dohc sedan 4p. t/a motor otto",CT5077E50213S00-4,2013-03-01,4.635696,2013,liviano,ice,93.435.000-6,CITR934350006,euro 5,lpo,1559.0,A,240.0,13.6,0.0,0.0,0.0,0.0,0.02055,0.0,0.0,0.0,0.02095,0.0,0.1738
porsche,"panamera gts 4,8 lts. dohc sedan 5p. t/a motor otto",PO5039E50113S00-8,2013-03-01,5.63852,2013,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2440.0,A,250.0,9.2,0.0,0.0,0.0,0.0,0.0881,0.0,0.0,0.0,0.0228,0.0,0.0881
audi,"q5 2,0 lts. t-fsi dohc station wagon 5p. 4x4 t/a motor cncd otto",AD5069E40213S,2013-03-06,5.327686,2013,liviano,ice,76.245.828-4,PORS762458284,euro 4,lpo,2330.0,A,184.0,12.6,0.0,0.0,0.0,0.0,0.01306,0.0,0.0,0.0,0.0195,0.0,0.0596
audi,"rs4 4,2 lts. fsi dohc station wagon 5p. t/a 4x4 motor otto",AD5066E50415S00-0,2013-03-07,5.20405,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,2365.0,A,249.0,9.3,0.0,0.0,0.0,0.0,0.03205,0.0,0.0,0.0,0.0065,0.0,0.2406
great wall,"voleex c50 1,5 lts. dohc sedan 4p. t/m motor otto",GW5076E40213S,2013-03-07,4.7925,2013,liviano,ice,,,euro 4,lpo,1680.0,M,174.0,13.6,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0078,0.0,0.38965
toyota,"auris 1,6 lts. dohc hatchback 5p. t/a motor otto",TY5055E50214S00-7,2013-03-07,4.576,2013,liviano,ice,86.740.500-3,TOYO867405003,euro 5,lpo,1805.0,A,152.0,15.7,0.0,0.0,0.0,0.0,0.00182,0.0,0.0,0.0,0.0016,0.0,0.108415
citroen,"c3 1,2 lts. dohc hatchback 5p. t/m motor otto",CT5044E50113S00-5,2013-03-08,4.261248,2013,liviano,ice,93.435.000-6,CITR934350006,euro 5,lpo,1511.0,M,120.0,19.2,0.0,0.0,0.0,0.0,0.03305,0.0,0.0,0.0,0.01325,0.0,0.3453
changan,"cm10m 1,3 lts. sohc furgon 5p. t/m motor otto",CN5019E41212S,2013-03-08,-,2013,liviano,ice,,,euro 4,cc2o,1900.0,M,174.0,13.7,0.0,0.0,0.0,0.0,0.05155,0.0,0.0,0.0,0.00515,0.0,0.2452
land rover,"defender 90 puma 2,2 lts. dohc jeep 3p. t/m 4x4 motor diesel",LR5046E50113S00-7,2013-03-08,4.70112,2013,liviano,ice,96.899.100-0,DITE968991000,euro 5,cc3d,2400.0,M,266.0,8.7,0.0,0.00105,0.0,0.0,0.0,0.2239,0.0,0.0,0.09805,0.0,0.08945
peugeot,"3008 2,0 lts. hdi dohc 165 hp station wagon 5p. t/a motor diesel",PG5030E50113S00-9,2013-03-11,4.800081,2013,liviano,ice,,,euro 5,lpd,2100.0,A,169.0,13.57,0.0,0.0003,0.0,0.0,0.0,0.1485,0.0,0.0,0.0617,0.0,0.15465
peugeot,"5008 2,0 lts. hdi dohc 165 hp station wagon 5p. t/a motor diesel",PG5033E50113S00-5,2013-03-11,5.009499,2013,liviano,ice,,,euro 5,lpd,2330.0,A,176.0,13.05,0.0,0.0004,0.0,0.0,0.0,0.1601,0.0,0.0,0.06565,0.0,0.1554
byd,e6 automovil  4p. ta motor electrico,BY5017001112S00-0,2013-03-11,-,2013,liviano,bev,,,,lpe,2555.0,A,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audi,"q5 3,0 lts. t-fsi dohc station wagon 5p. 4x4 t/a motor otto",AD5070E50414S00-1,2013-03-13,5.327686,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,2450.0,A,202.0,11.4,0.0,0.0,0.0,0.0,0.01495,0.0,0.0,0.0,0.0081,0.0,0.16775
skoda,"rapid 1,2 lts. tsi sohc sedan 4p. t/m motor cvzb otto",SK5003E50414S00-K,2013-03-14,4.439012,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1635.0,M,130.0,18.5,0.0,0.0,0.0,0.0,0.02555,0.0,0.0,0.0,0.0173,0.0,0.2477
skoda,"rapid 1,2 lts. tsi sohc hatchback 5p. t/m motor cvzb otto",SK5003E50414S01-3,2013-03-14,4.439012,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1635.0,M,130.0,18.5,0.0,0.0,0.0,0.0,0.02555,0.0,0.0,0.0,0.0173,0.0,0.2477
m. benz,"gl 350 bluetec 4matic 3,0 lts. dohc station wagon 5p. 4x4 t/a motor diesel",MB5078E5021300-2,2013-03-14,-,2013,mediano,ice,96.572.360-9,KAUF965723609,euro 5,mc3d,3250.0,A,199.0,11.31,0.0,0.00043,0.0,0.0,0.0,0.0847,0.0,0.0,0.03235,0.0,0.14815
mini,"john cooper works countryman 1,6 lts. dohc station wagon 5p. 4x4 t/a motor otto",BM5083E50613S00-1,2013-03-18,4.642455,2013,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpo,1940.0,A,184.0,12.7,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.00775,0.0,0.27945
mini,"john cooper works countryman 1,6 lts. dohc station wagon 5p. 4x2 t/a motor otto",BM5083E50613S01-5,2013-03-18,4.642455,2013,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpo,1940.0,A,184.0,12.7,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.00775,0.0,0.27945
mini,"paceman 1,6 lts. dohc coupe 3p. 4x4 t/a motor otto",BM5083E50613S02-9,2013-03-18,4.63467,2013,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpo,1890.0,A,184.0,12.7,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.00775,0.0,0.27945
volkswagen,"crafter 2,0 lts. tdi dohc furgon 4p. t/m motor cktb diesel",VW5004E40113,2013-03-19,-,2013,mediano,ice,76.245.828-4,PORS762458284,euro 4,mc3d,3500.0,M,235.0,9.74,0.0,0.0239,0.0,0.0,0.0,0.3685,0.0,0.0,0.1764,0.0,0.0881
audi,"tts quattro stronic 2,0 lts. tfsi dohc coupe 2p. t/a 4x4 motor cdlb otto",AD5085E50213S00-4,2013-03-20,4.546056,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1815.0,A,179.0,13.0,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.0,0.0247,0.0,0.1351
audi,"tts quattro stronic 2,0 lts. tfsi dohc roadster 2p. t/a 4x4 motor cdlb otto",AD5085E50213S01-8,2013-03-20,4.546056,2013,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1815.0,A,184.0,12.7,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.0,0.0247,0.0,0.1351
land rover,"range rover 5,0 lts. v8 sc dohc station wagon 5p. 4x4 t/a motor otto",LR5052E5011300-5,2013-03-20,5.794326,2013,mediano,ice,96.899.100-0,DITE968991000,euro 5,mc3o,3150.0,A,322.0,7.2,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.00815,0.0,0.1515
ssangyong,"korando 2,0 lts. dohc station wagon 5p. 4x4 t/a motor otto",SS5072E40213S,2013-03-20,4.8495,2013,liviano,ice,,,euro 4,lpo,2170.0,A,208.0,11.4,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0055,0.0,0.101
ssangyong,"korando 2,0 lts. dohc station wagon 5p. 4x2 t/a motor otto",SS5072E40213S,2013-03-20,4.8495,2013,liviano,ice,,,euro 4,lpo,2170.0,A,184.0,12.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0055,0.0,0.101
volvo,"v40 t5 2,5 lts. dohc hatchback 5p. t/a motor otto",VL5092E50313S00-5,2013-03-21,4.769894,2013,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2010.0,A,182.0,12.8,0.0,0.0,0.0,0.0,0.02825,0.0,0.0,0.0,0.0168,0.0,0.09105
volvo,"v40 cc t5 2,5 lts. dohc hatchback 5p. t/a motor otto",VL5092E50313S01-9,2013-03-21,4.769894,2013,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2010.0,A,182.0,12.8,0.0,0.0,0.0,0.0,0.02825,0.0,0.0,0.0,0.0168,0.0,0.09105
kia,"carens 2,0 lts. dohc station wagon 5p. 7 pasajeros t/a motor otto",KI5061E40213S,2013-03-22,4.96375,2013,liviano,ice,,,euro 4,lpo,2210.0,A,189.0,12.6,0.0,0.0,0.0,0.0,0.01795,0.0,0.0,0.0,0.0018,0.0,0.0702
kia,"carens 2,0 lts. dohc station wagon 5p. 5 pasajeros t/a motor otto",KI5061E40213S,2013-03-22,4.96375,2013,liviano,ice,,,euro 4,lpo,2210.0,A,189.0,12.6,0.0,0.0,0.0,0.0,0.01795,0.0,0.0,0.0,0.0018,0.0,0.0702
kia,"carens 2,0 lts. dohc station wagon 5p. 5 pasajeros t/m motor otto",KI5062E40213S,2013-03-22,4.96375,2013,liviano,ice,,,euro 4,lpo,2180.0,M,179.0,13.4,0.0,0.0,0.0,0.0,0.01225,0.0,0.0,0.0,0.00515,0.0,0.10825
kia,"carens 2,0 lts. dohc station wagon 5p. 7 pasajeros t/m motor otto",KI5062E40213S,2013-03-22,4.96375,2013,liviano,ice,,,euro 4,lpo,2180.0,M,179.0,13.4,0.0,0.0,0.0,0.0,0.01225,0.0,0.0,0.0,0.00515,0.0,0.10825
ram,"1500 crew cab laramie 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021300-9,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 crew cab st 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021301-2,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 crew cab slt 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021302-6,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 crew cab sport 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021303-K,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 quad cab st 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021304-3,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 quad cab slt 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021305-7,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 quad cab sport 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021306-0,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 quad cab laramie 5,7 lts. ohv pick up doble cabina 4p. t/a 4x4 motor otto",RM5081T25021307-4,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
ram,"1500 reg cab st 5,7 lts. ohv pick up cabina simple 2p. t/a 4x4 motor otto",RM5081T25021308-8,2013-04-02,-,2013,mediano,ice,,,tier 2 b5,mt2o,3084.0,A,344.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0165,0.212
